GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
Shot Chart Detail,0022200917,554,203081,Damian Lillard,1610612757,Portland Trail Blazers,4,10,29,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-208,150,1,1,20230226,POR,HOU
Shot Chart Detail,0022200917,588,203081,Damian Lillard,1610612757,Portland Trail Blazers,4,6,43,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-97,242,1,1,20230226,POR,HOU
Shot Chart Detail,0022200917,592,203081,Damian Lillard,1610612757,Portland Trail Blazers,4,6,20,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-5,1,1,1,20230226,POR,HOU
Shot Chart Detail,0022200917,618,203081,Damian Lillard,1610612757,Portland Trail Blazers,4,4,43,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,28,67,272,1,1,20230226,POR,HOU
Shot Chart Detail,0022200917,655,203081,Damian Lillard,1610612757,Portland Trail Blazers,4,2,23,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-217,130,1,1,20230226,POR,HOU
Shot Chart Detail,0022200917,661,203081,Damian Lillard,1610612757,Portland Trail Blazers,4,1,42,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,11,5,113,1,1,20230226,POR,HOU
Shot Chart Detail,0022200931,19,203081,Damian Lillard,1610612757,Portland Trail Blazers,1,10,45,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,20,145,147,1,1,20230228,GSW,POR
Shot Chart Detail,0022200931,73,203081,Damian Lillard,1610612757,Portland Trail Blazers,1,6,42,Made Shot,Step Back Jump shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-228,61,1,1,20230228,GSW,POR
Shot Chart Detail,0022200931,99,203081,Damian Lillard,1610612757,Portland Trail Blazers,1,4,29,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,27,21,1,1,20230228,GSW,POR
Shot Chart Detail,0022200931,102,203081,Damian Lillard,1610612757,Portland Trail Blazers,1,4,4,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,2,38,1,1,20230228,GSW,POR
Shot Chart Detail,0022200931,114,203081,Damian Lillard,1610612757,Portland Trail Blazers,1,3,37,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,212,174,1,1,20230228,GSW,POR
Shot Chart Detail,0022200931,225,203081,Damian Lillard,1610612757,Portland Trail Blazers,2,8,5,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,20,168,115,1,1,20230228,GSW,POR
Shot Chart Detail,0022200931,369,203081,Damian Lillard,1610612757,Portland Trail Blazers,3,9,25,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-12,48,1,1,20230228,GSW,POR
Shot Chart Detail,0022200931,451,203081,Damian Lillard,1610612757,Portland Trail Blazers,3,3,42,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-9,32,1,1,20230228,GSW,POR
Shot Chart Detail,0022200931,598,203081,Damian Lillard,1610612757,Portland Trail Blazers,4,5,27,Made Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-22,22,1,1,20230228,GSW,POR
Shot Chart Detail,0022200941,61,203081,Damian Lillard,1610612757,Portland Trail Blazers,1,6,37,Made Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,12,10,125,1,1,20230301,POR,NOP
Shot Chart Detail,0022200941,84,203081,Damian Lillard,1610612757,Portland Trail Blazers,1,5,32,Made Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,12,24,1,1,20230301,POR,NOP
Shot Chart Detail,0022200941,298,203081,Damian Lillard,1610612757,Portland Trail Blazers,2,2,49,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-4,19,1,1,20230301,POR,NOP
Shot Chart Detail,0022200941,306,203081,Damian Lillard,1610612757,Portland Trail Blazers,2,1,45,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,93,239,1,1,20230301,POR,NOP
Shot Chart Detail,0022200941,308,203081,Damian Lillard,1610612757,Portland Trail Blazers,2,1,16,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-4,63,1,1,20230301,POR,NOP
Shot Chart Detail,0022200941,367,203081,Damian Lillard,1610612757,Portland Trail Blazers,3,8,17,Made Shot,Running Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-156,217,1,1,20230301,POR,NOP
Shot Chart Detail,0022200941,407,203081,Damian Lillard,1610612757,Portland Trail Blazers,3,5,16,Made Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,7,68,1,1,20230301,POR,NOP
Shot Chart Detail,0022200941,432,203081,Damian Lillard,1610612757,Portland Trail Blazers,3,3,39,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,11,15,1,1,20230301,POR,NOP
Shot Chart Detail,0022200941,439,203081,Damian Lillard,1610612757,Portland Trail Blazers,3,2,29,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-21,47,1,1,20230301,POR,NOP
Shot Chart Detail,0022200941,537,203081,Damian Lillard,1610612757,Portland Trail Blazers,4,8,35,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,15,28,1,1,20230301,POR,NOP
Shot Chart Detail,0022200941,549,203081,Damian Lillard,1610612757,Portland Trail Blazers,4,7,19,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-5,17,1,1,20230301,POR,NOP
Shot Chart Detail,0022200941,580,203081,Damian Lillard,1610612757,Portland Trail Blazers,4,4,56,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,32,10,1,1,20230301,POR,NOP
Shot Chart Detail,0022200947,31,203081,Damian Lillard,1610612757,Portland Trail Blazers,1,9,27,Made Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,11,-110,17,1,1,20230303,ATL,POR
Shot Chart Detail,0022200947,45,203081,Damian Lillard,1610612757,Portland Trail Blazers,1,8,4,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,88,239,1,1,20230303,ATL,POR
Shot Chart Detail,0022200947,68,203081,Damian Lillard,1610612757,Portland Trail Blazers,1,6,18,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-156,198,1,1,20230303,ATL,POR
Shot Chart Detail,0022200947,93,203081,Damian Lillard,1610612757,Portland Trail Blazers,1,4,20,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-23,1,1,1,20230303,ATL,POR
Shot Chart Detail,0022200947,165,203081,Damian Lillard,1610612757,Portland Trail Blazers,2,11,40,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,2,4,1,1,20230303,ATL,POR
Shot Chart Detail,0022200947,180,203081,Damian Lillard,1610612757,Portland Trail Blazers,2,9,58,Made Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,13,22,130,1,1,20230303,ATL,POR
Shot Chart Detail,0022200947,385,203081,Damian Lillard,1610612757,Portland Trail Blazers,3,7,32,Made Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-1,22,1,1,20230303,ATL,POR
Shot Chart Detail,0022200947,408,203081,Damian Lillard,1610612757,Portland Trail Blazers,3,4,51,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-201,152,1,1,20230303,ATL,POR
Shot Chart Detail,0022200947,555,203081,Damian Lillard,1610612757,Portland Trail Blazers,4,7,20,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,163,207,1,1,20230303,ATL,POR
Shot Chart Detail,0022200947,589,203081,Damian Lillard,1610612757,Portland Trail Blazers,4,4,41,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,124,223,1,1,20230303,ATL,POR
Shot Chart Detail,0022200966,48,203081,Damian Lillard,1610612757,Portland Trail Blazers,1,7,54,Made Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,34,26,1,1,20230305,ORL,POR
Shot Chart Detail,0022200966,109,203081,Damian Lillard,1610612757,Portland Trail Blazers,1,3,29,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-4,-3,1,1,20230305,ORL,POR
Shot Chart Detail,0022200966,190,203081,Damian Lillard,1610612757,Portland Trail Blazers,2,8,59,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,0,18,1,1,20230305,ORL,POR
Shot Chart Detail,0022200966,357,203081,Damian Lillard,1610612757,Portland Trail Blazers,3,9,40,Made Shot,Running Pull-Up Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-190,173,1,1,20230305,ORL,POR
Shot Chart Detail,0022200966,364,203081,Damian Lillard,1610612757,Portland Trail Blazers,3,8,46,Made Shot,Driving Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-29,48,1,1,20230305,ORL,POR
Shot Chart Detail,0022200966,397,203081,Damian Lillard,1610612757,Portland Trail Blazers,3,5,56,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,178,183,1,1,20230305,ORL,POR
Shot Chart Detail,0022200966,420,203081,Damian Lillard,1610612757,Portland Trail Blazers,3,4,3,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,7,1,1,1,20230305,ORL,POR
Shot Chart Detail,0022200966,440,203081,Damian Lillard,1610612757,Portland Trail Blazers,3,3,17,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-81,239,1,1,20230305,ORL,POR
Shot Chart Detail,0022200966,453,203081,Damian Lillard,1610612757,Portland Trail Blazers,3,2,33,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,-21,248,1,1,20230305,ORL,POR
Shot Chart Detail,0022200966,582,203081,Damian Lillard,1610612757,Portland Trail Blazers,4,4,5,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-13,-2,1,1,20230305,ORL,POR
Shot Chart Detail,0022200977,12,203081,Damian Lillard,1610612757,Portland Trail Blazers,1,10,59,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,28,-91,267,1,1,20230306,DET,POR
Shot Chart Detail,0022200977,27,203081,Damian Lillard,1610612757,Portland Trail Blazers,1,9,3,Made Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,14,121,78,1,1,20230306,DET,POR
Shot Chart Detail,0022200977,29,203081,Damian Lillard,1610612757,Portland Trail Blazers,1,8,35,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-120,245,1,1,20230306,DET,POR
Shot Chart Detail,0022200977,56,203081,Damian Lillard,1610612757,Portland Trail Blazers,1,6,10,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-130,229,1,1,20230306,DET,POR
Shot Chart Detail,0022200977,94,203081,Damian Lillard,1610612757,Portland Trail Blazers,1,3,40,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-23,6,1,1,20230306,DET,POR
Shot Chart Detail,0022200977,96,203081,Damian Lillard,1610612757,Portland Trail Blazers,1,3,7,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-113,243,1,1,20230306,DET,POR
Shot Chart Detail,0022200977,211,203081,Damian Lillard,1610612757,Portland Trail Blazers,2,6,54,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-20,16,1,1,20230306,DET,POR
Shot Chart Detail,0022200977,263,203081,Damian Lillard,1610612757,Portland Trail Blazers,2,4,35,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-62,248,1,1,20230306,DET,POR
Shot Chart Detail,0022200977,379,203081,Damian Lillard,1610612757,Portland Trail Blazers,3,6,42,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,23,-1,1,1,20230306,DET,POR
Shot Chart Detail,0022200977,495,203081,Damian Lillard,1610612757,Portland Trail Blazers,4,9,58,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,29,-138,260,1,1,20230306,DET,POR
Shot Chart Detail,0022200986,12,203081,Damian Lillard,1610612757,Portland Trail Blazers,1,11,6,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-126,237,1,1,20230308,BOS,POR
Shot Chart Detail,0022200986,16,203081,Damian Lillard,1610612757,Portland Trail Blazers,1,10,37,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,28,-107,260,1,1,20230308,BOS,POR
Shot Chart Detail,0022200986,57,203081,Damian Lillard,1610612757,Portland Trail Blazers,1,6,56,Made Shot,Driving Floating Jump Shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,14,4,141,1,1,20230308,BOS,POR
Shot Chart Detail,0022200986,79,203081,Damian Lillard,1610612757,Portland Trail Blazers,1,5,40,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,13,20,1,1,20230308,BOS,POR
Shot Chart Detail,0022200986,275,203081,Damian Lillard,1610612757,Portland Trail Blazers,2,5,7,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,12,21,1,1,20230308,BOS,POR
Shot Chart Detail,0022200986,392,203081,Damian Lillard,1610612757,Portland Trail Blazers,3,7,21,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-5,7,1,1,20230308,BOS,POR
Shot Chart Detail,0022200986,412,203081,Damian Lillard,1610612757,Portland Trail Blazers,3,4,53,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,11,-3,1,1,20230308,BOS,POR
Shot Chart Detail,0022200998,19,203081,Damian Lillard,1610612757,Portland Trail Blazers,1,9,42,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,235,118,1,1,20230310,PHI,POR
Shot Chart Detail,0022200998,82,203081,Damian Lillard,1610612757,Portland Trail Blazers,1,4,38,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,7,16,1,1,20230310,PHI,POR
Shot Chart Detail,0022200998,222,203081,Damian Lillard,1610612757,Portland Trail Blazers,2,7,5,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,10,2,1,1,20230310,PHI,POR
Shot Chart Detail,0022200998,275,203081,Damian Lillard,1610612757,Portland Trail Blazers,2,3,37,Made Shot,Running Pull-Up Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-29,260,1,1,20230310,PHI,POR
Shot Chart Detail,0022200998,407,203081,Damian Lillard,1610612757,Portland Trail Blazers,3,2,6,Made Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,11,8,1,1,20230310,PHI,POR
Shot Chart Detail,0022200998,596,203081,Damian Lillard,1610612757,Portland Trail Blazers,4,1,20,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,19,-195,14,1,1,20230310,PHI,POR
Shot Chart Detail,0022201034,25,203081,Damian Lillard,1610612757,Portland Trail Blazers,1,9,58,Made Shot,Running Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,32,-167,278,1,1,20230314,POR,NYK
Shot Chart Detail,0022201034,258,203081,Damian Lillard,1610612757,Portland Trail Blazers,2,6,32,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,33,248,1,1,20230314,POR,NYK
Shot Chart Detail,0022201034,277,203081,Damian Lillard,1610612757,Portland Trail Blazers,2,4,11,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,221,21,1,1,20230314,POR,NYK
Shot Chart Detail,0022201034,338,203081,Damian Lillard,1610612757,Portland Trail Blazers,2,0,14,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,124,239,1,1,20230314,POR,NYK
Shot Chart Detail,0022201034,367,203081,Damian Lillard,1610612757,Portland Trail Blazers,3,10,6,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,100,252,1,1,20230314,POR,NYK
Shot Chart Detail,0022201034,377,203081,Damian Lillard,1610612757,Portland Trail Blazers,3,9,4,Made Shot,Running Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,21,37,1,1,20230314,POR,NYK
Shot Chart Detail,0022201034,392,203081,Damian Lillard,1610612757,Portland Trail Blazers,3,8,9,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,18,-42,184,1,1,20230314,POR,NYK
Shot Chart Detail,0022201034,415,203081,Damian Lillard,1610612757,Portland Trail Blazers,3,5,26,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,116,237,1,1,20230314,POR,NYK
Shot Chart Detail,0022201034,449,203081,Damian Lillard,1610612757,Portland Trail Blazers,3,3,20,Made Shot,Driving Floating Bank Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,47,52,1,1,20230314,POR,NYK
Shot Chart Detail,0022201034,520,203081,Damian Lillard,1610612757,Portland Trail Blazers,4,10,44,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,148,216,1,1,20230314,POR,NYK
Shot Chart Detail,0022201034,579,203081,Damian Lillard,1610612757,Portland Trail Blazers,4,5,39,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,134,219,1,1,20230314,POR,NYK
Shot Chart Detail,0022201053,61,203081,Damian Lillard,1610612757,Portland Trail Blazers,1,7,9,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,222,139,1,1,20230317,POR,BOS
Shot Chart Detail,0022201053,103,203081,Damian Lillard,1610612757,Portland Trail Blazers,1,4,12,Made Shot,Driving Floating Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,17,-104,141,1,1,20230317,POR,BOS
Shot Chart Detail,0022201053,247,203081,Damian Lillard,1610612757,Portland Trail Blazers,2,6,2,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-4,16,1,1,20230317,POR,BOS
Shot Chart Detail,0022201053,272,203081,Damian Lillard,1610612757,Portland Trail Blazers,2,3,49,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,18,-118,138,1,1,20230317,POR,BOS
Shot Chart Detail,0022201053,370,203081,Damian Lillard,1610612757,Portland Trail Blazers,3,7,39,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-1,5,1,1,20230317,POR,BOS
Shot Chart Detail,0022201053,416,203081,Damian Lillard,1610612757,Portland Trail Blazers,3,3,54,Made Shot,Running Pull-Up Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,136,226,1,1,20230317,POR,BOS
Shot Chart Detail,0022201053,517,203081,Damian Lillard,1610612757,Portland Trail Blazers,4,9,7,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,170,192,1,1,20230317,POR,BOS
Shot Chart Detail,0022201053,566,203081,Damian Lillard,1610612757,Portland Trail Blazers,4,5,59,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,109,246,1,1,20230317,POR,BOS
Shot Chart Detail,0022201053,574,203081,Damian Lillard,1610612757,Portland Trail Blazers,4,5,21,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,11,9,1,1,20230317,POR,BOS
Shot Chart Detail,0022201053,580,203081,Damian Lillard,1610612757,Portland Trail Blazers,4,4,43,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-43,256,1,1,20230317,POR,BOS
Shot Chart Detail,0022201053,586,203081,Damian Lillard,1610612757,Portland Trail Blazers,4,4,18,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,10,-29,101,1,1,20230317,POR,BOS
Shot Chart Detail,0022201053,612,203081,Damian Lillard,1610612757,Portland Trail Blazers,4,3,11,Made Shot,Running Pull-Up Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,28,100,272,1,1,20230317,POR,BOS
Shot Chart Detail,0022201069,112,203081,Damian Lillard,1610612757,Portland Trail Blazers,1,3,15,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,10,-75,73,1,1,20230319,POR,LAC
Shot Chart Detail,0022201069,236,203081,Damian Lillard,1610612757,Portland Trail Blazers,2,6,10,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,9,3,1,1,20230319,POR,LAC
Shot Chart Detail,0022201069,278,203081,Damian Lillard,1610612757,Portland Trail Blazers,2,2,0,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,31,126,290,1,1,20230319,POR,LAC
Shot Chart Detail,0022201069,564,203081,Damian Lillard,1610612757,Portland Trail Blazers,4,5,12,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-1,-1,1,1,20230319,POR,LAC
Shot Chart Detail,0022201091,40,203081,Damian Lillard,1610612757,Portland Trail Blazers,1,9,8,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,21,16,1,1,20230322,UTA,POR
Shot Chart Detail,0022201091,87,203081,Damian Lillard,1610612757,Portland Trail Blazers,1,5,23,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,22,14,1,1,20230322,UTA,POR
Shot Chart Detail,0022201091,226,203081,Damian Lillard,1610612757,Portland Trail Blazers,2,8,19,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,29,13,1,1,20230322,UTA,POR
Shot Chart Detail,0022201091,382,203081,Damian Lillard,1610612757,Portland Trail Blazers,3,9,42,Made Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-38,43,1,1,20230322,UTA,POR
Shot Chart Detail,0022201091,384,203081,Damian Lillard,1610612757,Portland Trail Blazers,3,9,10,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,-70,262,1,1,20230322,UTA,POR
Shot Chart Detail,0022201091,439,203081,Damian Lillard,1610612757,Portland Trail Blazers,3,4,26,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,40,34,1,1,20230322,UTA,POR
Shot Chart Detail,0022201091,601,203081,Damian Lillard,1610612757,Portland Trail Blazers,4,5,51,Made Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-44,36,1,1,20230322,UTA,POR
Shot Chart Detail,0022201091,661,203081,Damian Lillard,1610612757,Portland Trail Blazers,4,1,41,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-126,225,1,1,20230322,UTA,POR
